YEAR,CITIES,POPULATION
2006,Dothan,"63,858"
2006,DaytonaBeach,"63,812"
2006,Oshkosh,"63,710"
2006,LagunaNiguel,"63,635"
2006,Carmel,"63,619"
2006,Taylor,"63,600"
2006,Eagan,"63,471"
2006,RapidCity,"63,278"
2006,Milpitas,"63,176"
2006,PicoRivera,"63,149"
2006,UnionCity,"62,998"
2006,Layton,"62,952"
2006,Lafayette,"62,944"
2006,Jackson,"62,856"
2006,St.Charles,"62,696"
2006,Janesville,"62,604"
2006,Springfield,"62,545"
2006,Manteca,"62,300"
2006,Harlingen,"62,279"
2006,WalnutCreek,"62,278"
2006,MountPleasant,"62,251"
2006,Mission,"62,030"
2006,NorthRichlandHills,"61,996"
2006,Concord,"61,950"
2006,CoonRapids,"61,867"
2006,RockHill,"61,830"
2006,Loveland,"61,829"
2006,Montebello,"61,765"
2006,Hamilton,"61,746"
2006,Fishers,"61,719"
2006,Pittsburg,"61,693"
2006,Jonesboro,"61,556"
2006,Camarillo,"61,531"
2006,Lodi,"61,454"
2006,Schenectady,"61,446"
2006,Victoria,"61,396"
2006,BossierCity,"61,389"
2006,Davis,"61,262"
2006,JohnsCreek,"61,004"
2006,HuntingtonPark,"60,978"
2006,MontereyPark,"60,971"
2006,Kissimmee,"60,832"
2006,Bristol,"60,820"
2006,Waltham,"60,759"
2006,EdenPrairie,"60,748"
2006,St.ClairShores,"60,729"
2006,JohnsonCity,"60,279"
2006,SouthSanFrancisco,"60,237"
2006,MapleGrove,"60,224"
2006,Meridian,"60,200"
2006,Haverhill,"60,092"
2006,Auburn,"60,071"
2006,SanClemente,"59,951"
2006,Pharr,"59,918"
2006,NorthLittleRock,"59,832"
2006,Tamarac,"59,821"
2006,CouncilBluffs,"59,672"
2006,YubaCity,"59,624"
2006,FortMyers,"59,549"
2006,WestAllis,"59,526"
2006,Rockville,"59,291"
2006,TerreHaute,"59,276"
2006,RanchoCordova,"59,189"
2006,Shawnee,"59,154"
2006,Meriden,"59,038"
2006,RockyMount,"58,934"
2006,Burnsville,"58,842"
2006,LaHabra,"58,732"
2006,Frederick,"58,643"
2006,Bismarck,"58,633"
2006,WarnerRobins,"58,604"
2006,Encinitas,"58,565"
2006,GreatFalls,"58,536"
2006,Flagstaff,"58,519"
2006,TinleyPark,"58,453"
2006,Gardena,"58,383"
2006,Utica,"58,368"
2006,Renton,"58,367"
2006,Gaithersburg,"58,132"
2006,NorthMiami,"58,073"
2006,Taylorsville,"58,027"
2006,Bayonne,"58,000"
2006,Vineland,"57,931"
2006,Greenville,"57,912"
2006,Temple,"57,543"
2006,RoyalOak,"57,419"
2006,Anderson,"57,139"
2006,Lakewood,"57,112"
2006,Galveston,"57,023"
2006,Dubuque,"57,003"
2006,Saginaw,"56,978"
2006,WhitePlains,"56,972"
2006,PaloAlto,"56,738"
2006,DiamondBar,"56,640"
2006,DesPlaines,"56,451"
2006,Springfield,"56,251"
2006,Franklin,"56,055"
2006,Chicopee,"55,894"
2006,Cheyenne,"55,746"
2006,Taunton,"55,703"
2006,Conway,"55,631"
2006,Medford,"55,621"
2006,MidwestCity,"55,512"
2006,LakeHavasuCity,"55,459"
2006,Malden,"55,392"
2006,Arcadia,"55,369"
2006,Elyria,"55,284"
2006,Paramount,"55,277"
2006,Owensboro,"55,223"
2006,Margate,"55,192"
2006,Lancaster,"55,169"
2006,Decatur,"55,122"
2006,CarsonCity,"55,121"
2006,SanRafael,"55,034"
2006,FountainValley,"54,921"
2006,PortArthur,"54,889"
2006,OrlandPark,"54,751"
2006,DearbornHeights,"54,714"
2006,PortOrange,"54,689"
2006,Pensacola,"54,568"
2006,Kettering,"54,565"
2006,SantaCruz,"54,531"
2006,Auburn,"54,505"
2006,St.Peters,"54,472"
2006,Blaine,"54,243"
2006,Rowlett,"54,189"
2006,Wheaton,"54,104"
2006,BowlingGreen,"54,095"
2006,Wellington,"54,024"
2006,Pocatello,"54,001"
2006,Rosemead,"53,960"
2006,WestDesMoines,"53,947"
2006,Homestead,"53,939"
2006,Ames,"53,838"
2006,Petaluma,"53,823"
2006,Bowie,"53,785"
2006,BlueSprings,"53,732"
2006,Woodbury,"53,587"
2006,Hempstead,"53,550"
2006,Bradenton,"53,527"
2006,Madera,"53,516"
2006,Novi,"53,516"
2006,Ocala,"53,427"
2006,MountProspect,"53,425"
2006,OakLawn,"53,067"
2006,OakPark,"53,060"
2006,Milford,"52,976"
2006,GrandJunction,"52,660"
2006,WestHaven,"52,594"
2006,Lakeville,"52,585"
2006,NationalCity,"52,564"
2006,Elkhart,"52,560"
2006,BattleCreek,"52,525"
2006,HoffmanEstates,"52,462"
2006,Tulare,"52,458"
2006,LaMesa,"52,418"
2006,Sarasota,"52,300"
2006,Rogers,"52,283"
2006,IdahoFalls,"52,272"
2006,Shoreline,"52,228"
2006,Santee,"52,080"
2006,Cupertino,"52,022"
2006,NiagaraFalls,"51,949"
2006,Casper,"51,884"
2006,Monroe,"51,860"
2006,Lakewood,"51,781"
2006,Euless,"51,733"
2006,GrandForks,"51,631"
2006,PineBluff,"51,599"
2006,Mentor,"51,593"
2006,Broomfield,"51,454"
2006,CathedralCity,"51,440"
2006,Woodland,"51,430"
2006,Cerritos,"51,327"
2006,Florissant,"51,228"
2006,Middletown,"51,078"
2006,Peabody,"51,069"
2006,ChapelHill,"50,837"
2006,Highland,"50,801"
2006,Porterville,"50,754"
2006,Colton,"50,709"
2006,LaCrosse,"50,666"
2006,CuyahogaFalls,"50,642"
2006,Normal,"50,613"
2006,Charleston,"50,592"
2006,Novato,"50,513"
2006,CedarPark,"50,443"
2006,Perris,"50,278"
2006,Corvallis,"50,229"
2006,Berwyn,"50,213"
2006,CoconutCreek,"50,127"
2006,Manhattan,"50,111"
2006,Mansfield,"50,062"
2006,Revere,"49,894"
2006,Minnetonka,"49,838"
2006,Rocklin,"49,755"
2006,Yucaipa,"49,722"
2006,Hattiesburg,"49,704"
2006,NorthPort,"49,694"
2006,Moore,"49,669"
2006,Alpharetta,"49,663"
2006,Delano,"49,597"
2006,AppleValley,"49,565"
2006,NewBrunswick,"49,544"
2006,NewBraunfels,"49,514"
2006,Glendora,"49,495"
2006,Pasco,"49,454"
2006,Huntington,"49,420"
2006,Sanford,"49,319"
2006,Conroe,"49,303"
2006,PalmDesert,"49,217"
2006,Placentia,"49,124"
2006,Jupiter,"49,066"
2006,RanchoSantaMargarita,"48,909"
2006,EastProvidence,"48,903"
2006,LaMirada,"48,802"
2006,DownersGrove,"48,783"
2006,Mishawaka,"48,744"
2006,Smyrna,"48,706"
2006,Redmond,"48,704"
2006,Valdosta,"48,691"
2006,Goodyear,"48,618"
2006,Watsonville,"48,499"
2006,Bedford,"48,491"
2006,SanRamon,"48,480"
2006,PalmBeachGardens,"48,434"
2006,SanMarcos,"48,433"
2006,Euclid,"48,342"
2006,Grapevine,"48,290"
2006,Burlington,"48,071"
2006,Sheboygan,"48,064"
2006,Joplin,"48,015"
2006,PerthAmboy,"47,960"
2006,Hanford,"47,952"
2006,Troy,"47,807"
2006,Alexandria,"47,697"
2006,Tigard,"47,657"
2006,Poway,"47,576"
2006,Bellevue,"47,507"
2006,Middletown,"47,475"
2006,Gilroy,"47,397"
2006,PinellasPark,"47,392"
2006,Logan,"47,359"
2006,Harrisburg,"47,307"
2006,Bartlett,"47,141"
2006,Roseville,"47,077"
2006,BarnstableTown,"47,043"
2006,Covina,"46,961"
2006,Wilson,"46,836"
2006,PalmSprings,"46,822"
2006,Cypress,"46,771"
2006,ClevelandHeights,"46,726"
2006,Altoona,"46,722"
2006,Enid,"46,542"
2006,Kentwood,"46,471"
2006,Chesterfield,"46,445"
2006,Kirkland,"46,435"
2006,Plainfield,"46,420"
2006,Stillwater,"46,383"
2006,Brentwood,"46,306"
2006,Azusa,"46,226"
2006,Biloxi,"46,166"
2006,EastLansing,"46,029"
2006,Kokomo,"45,946"
2006,Salina,"45,898"
2006,Portage,"45,836"
2006,Albany,"45,814"
2006,Hendersonville,"45,746"
2006,Glenview,"45,684"
2006,WestNewYork,"45,679"
2006,DeSoto,"45,386"
2006,Wauwatosa,"45,357"
2006,Elmhurst,"45,289"
2006,Menifee,"45,262"
2006,Danville,"45,254"
2006,Binghamton,"45,046"
2006,Edina,"45,040"
2006,Murray,"44,897"
2006,Roswell,"44,878"
2006,Olympia,"44,801"
2006,Greenwood,"44,749"
2006,Warren,"44,729"
2006,GrandIsland,"44,512"
2006,Lenexa,"44,467"
2006,BellGardens,"44,448"
2006,DeKalb,"44,392"
2006,WestSacramento,"44,387"
2006,TexasCity,"44,370"
2006,Kingsport,"44,259"
2006,Freeport,"44,017"
2006,Richland,"43,998"
2006,SouthJordan,"43,993"
2006,LakeElsinore,"43,966"
2006,Woonsocket,"43,766"
2006,St.LouisPark,"43,759"
2006,Harrisonburg,"43,654"
2006,Methuen,"43,608"
2006,Bountiful,"43,576"
2006,Titusville,"43,571"
2006,SanLuisObispo,"43,469"
2006,Attleboro,"43,184"
2006,Pittsfield,"43,120"
2006,Strongsville,"43,002"
2006,EastPoint,"42,994"
2006,CoralGables,"42,987"
2006,Hackensack,"42,747"
2006,Moline,"42,534"
2006,Covington,"42,496"
2006,BuffaloGrove,"42,404"
2006,CedarHill,"42,324"
2006,Concord,"42,308"
2006,Lombard,"42,288"
2006,Lawrence,"42,277"
2006,OaklandPark,"42,245"
2006,FondduLac,"42,074"
2006,Fairfield,"42,071"
2006,SierraVista,"42,039"
2006,Sayreville,"41,951"
2006,Farmington,"41,918"
2006,Leominster,"41,912"
2006,Salem,"41,671"
2006,Georgetown,"41,650"
2006,OroValley,"41,625"
2006,NorthLauderdale,"41,601"
2006,Ceres,"41,473"
2006,Sammamish,"41,468"
2006,NorthMiamiBeach,"41,336"
2006,Summerville,"41,325"
2006,Beavercreek,"41,317"
2006,Mansfield,"41,251"
2006,Dublin,"41,234"
2006,Prescott,"41,199"
2006,Belleville,"41,167"
2006,Southaven,"41,154"
2006,Blacksburg,"41,116"
2006,Wilkes-Barre,"41,107"
2006,RanchoPalosVerdes,"41,073"
2006,Midland,"41,054"
2006,Charlottesville,"41,039"
2006,CrystalLake,"41,035"
2006,Westfield,"40,935"
2006,BonitaSprings,"40,927"
2006,Coeurd'Alene,"40,872"
2006,Parker,"40,802"
2006,Hutchinson,"40,746"
2006,AltamonteSprings,"40,743"
2006,LaPuente,"40,731"
2006,AlisoViejo,"40,675"
2006,Holyoke,"40,618"
2006,Danville,"40,592"
2006,RohnertPark,"40,535"
2006,JeffersonCity,"40,501"
2006,TheColony,"40,438"
2006,FortPierce,"40,401"
2006,Germantown,"40,372"
2006,Fitchburg,"40,358"
2006,York,"40,292"
2006,LaQuinta,"40,267"
2006,Hickory,"40,243"
2006,SanGabriel,"40,243"
2006,TwinFalls,"40,208"
2006,Kannapolis,"40,129"
2006,Noblesville,"40,092"
2006,Littleton,"40,070"
2006,BullheadCity,"40,012"
2006,StateCollege,"40,010"
2006,HaltomCity,"39,863"
2006,Quincy,"39,819"
2006,Bartlett,"39,798"
2006,ElCentro,"39,797"
2006,Edmonds,"39,770"
2006,Lompoc,"39,706"
2006,Beverly,"39,675"
2006,AtlanticCity,"39,661"
2006,Columbus,"39,593"
2006,Shelton,"39,584"
2006,CarolStream,"39,560"
2006,Meridian,"39,541"
2006,Muskogee,"39,520"
2006,Muskegon,"39,429"
2006,Lincoln,"39,347"
2006,Hoboken,"39,259"
2006,SanBruno,"39,256"
2006,Brookfield,"39,114"
2006,CastleRock,"39,077"
2006,Linden,"39,054"
2006,Urbana,"38,948"
2006,Hagerstown,"38,905"
2006,Huntersville,"38,899"
2006,Sumter,"38,882"
2006,Collierville,"38,831"
2006,Spartanburg,"38,821"
2006,HallandaleBeach,"38,765"
2006,Coppell,"38,746"
2006,NewBerlin,"38,746"
2006,Ankeny,"38,669"
2006,CulverCity,"38,644"
2006,Burlington,"38,639"
2006,HotSprings,"38,513"
2006,Woburn,"38,404"
2006,OrmondBeach,"38,287"
2006,RockIsland,"38,254"
2006,Goldsboro,"38,254"
2006,Findlay,"38,252"
2006,CommerceCity,"38,251"
2006,Lima,"38,214"
2006,Draper,"38,147"
2006,Hurst,"37,970"
2006,Brea,"37,970"
2006,Marlborough,"37,936"
2006,Madison,"37,822"
2006,Wausau,"37,772"
2006,Huntsville,"37,614"
2006,HuberHeights,"37,597"
2006,Campbell,"37,575"
2006,Kearny,"37,494"
2006,Monrovia,"37,286"
2006,Stanton,"37,238"
2006,LincolnPark,"37,226"
2006,Puyallup,"37,224"
2006,Lehi,"37,182"
2006,Urbandale,"37,182"
2006,TempleCity,"37,133"
2006,Richmond,"37,131"
2006,Everett,"37,113"
2006,Sherman,"37,096"
2006,PanamaCity,"37,045"
2006,Gadsden,"37,024"
2006,CedarFalls,"37,019"
2006,Leesburg,"37,016"
2006,Streamwood,"36,999"
2006,Romeoville,"36,975"
2006,Florence,"36,973"
2006,Dublin,"36,947"
2006,CalumetCity,"36,927"
2006,Caldwell,"36,919"
2006,Lancaster,"36,809"
2006,NewAlbany,"36,793"
2006,Chester,"36,750"
2006,Keller,"36,742"
2006,UniversityCity,"36,739"
2006,CapeGirardeau,"36,729"
2006,Addison,"36,715"
2006,Greenville,"36,708"
2006,HanoverPark,"36,700"
2006,Bozeman,"36,668"
2006,Bell,"36,666"
2006,Pacifica,"36,649"
2006,Norwich,"36,629"
2006,LakeOswego,"36,614"
2006,Carpentersville,"36,560"
2006,Annapolis,"36,551"
2006,Dunedin,"36,438"
2006,ParkRidge,"36,431"
2006,Beloit,"36,381"
2006,MorganHill,"36,375"
2006,Pflugerville,"36,347"
2006,Calexico,"36,230"
2006,ValleyStream,"36,205"
2006,Longview,"36,194"
2006,FortLee,"36,178"
2006,Marion,"36,171"
2006,Greenfield,"36,167"
2006,Apopka,"36,117"
2006,Rome,"36,082"
2006,Wheeling,"35,946"
2006,Portage,"35,932"
2006,ManhattanBeach,"35,931"
2006,Texarkana,"35,868"
2006,WestHollywood,"35,824"
2006,Montclair,"35,790"
2006,LakeWorth,"35,785"
2006,LongBeach,"35,782"
2006,DelRio,"35,772"
2006,PrescottValley,"35,764"
2006,Alamogordo,"35,734"
2006,Franklin,"35,725"
2006,Riverton,"35,643"
2006,Tupelo,"35,613"
2006,Maplewood,"35,585"
2006,Torrington,"35,583"
2006,Mankato,"35,573"
2006,RivieraBeach,"35,572"
2006,Lacey,"35,527"
2006,Manassas,"35,488"
2006,Westerville,"35,481"
2006,Lewiston,"35,409"
2006,Chelsea,"35,372"
2006,DanaPoint,"35,341"
2006,Smyrna,"35,337"
2006,Coachella,"35,332"
2006,Minot,"35,260"
2006,Duncanville,"35,174"
2006,SanDimas,"35,098"
2006,Moorpark,"35,065"
2006,Bremerton,"35,059"
2006,Brunswick,"35,026"
2006,GooseCreek,"35,006"
2006,CasaGrande,"35,003"
2006,Roy,"34,854"
2006,Martinez,"34,798"
2006,CottonwoodHeights,"34,795"
2006,Hollister,"34,792"
2006,Bartlesville,"34,724"
2006,Dover,"34,687"
2006,Claremont,"34,605"
2006,Moorhead,"34,584"
2006,Leavenworth,"34,542"
2006,Wildwood,"34,448"
2006,Keizer,"34,429"
2006,LaPorte,"34,411"
2006,HiltonHeadIsland,"34,368"
2007,NYK,"8,310,212"
2007,LAL,"3,778,658"
2007,CHI,"2,811,035"
2007,HOU,"2,206,573"
2007,PHO,"1,538,431"
2007,PHI,"1,530,031"
2007,SAS,"1,323,698"
2007,SanDiego,"1,297,624"
2007,DAL,"1,266,372"
2007,SanJose,"931,344"
2007,DET,"917,234"
2007,Jacksonville,"805,325"
2007,GSW,"799,185"
2007,IND,"796,611"
2007,Columbus,"750,700"
2007,Austin,"749,120"
2007,FortWorth,"680,433"
2007,MEM,"679,404"
2007,CHA,"669,690"
2007,Baltimore,"640,150"
2007,BOS,"622,748"
2007,MIL,"602,656"
2007,ElPaso,"600,402"
2007,SEA,"592,647"
2007,Nashville-Davidson,"592,503"
2007,WAS,"586,409"
2007,DEN,"578,789"
2007,Louisville/JeffersonCounty,"562,632"
2007,LasVegas,"559,892"
2007,POR,"546,747"
2007,NOK,"545,910"
2007,Tucson,"536,752"
2007,ATL,"519,569"
2007,Albuquerque,"517,162"
2007,KansasCity,"475,830"
2007,Fresno,"465,669"
2007,Mesa,"460,493"
2007,LongBeach,"459,925"
2007,SAC,"455,760"
2007,Omaha,"442,452"
2007,CLE,"438,068"
2007,VirginiaBeach,"434,138"
2007,MIA,"424,662"
2007,ColoradoSprings,"399,751"
2007,Oakland,"397,441"
2007,Tulsa,"384,592"
2007,Raleigh,"379,106"
2007,MIN,"378,877"
2007,Honolulu,"373,283"
2007,Arlington,"369,452"
2007,Wichita,"360,897"
2007,St.Louis,"355,663"
2007,SantaAna,"335,491"
2007,Tampa,"334,852"
2007,Cincinnati,"333,321"
2007,Anaheim,"329,131"
2007,Toledo,"316,851"
2007,Bakersfield,"312,454"
2007,Pittsburgh,"312,322"
2007,Aurora,"309,007"
2007,Riverside,"290,601"
2007,NewOrleans,"288,113"
2007,Lexington-Fayette,"287,263"
2007,Stockton,"284,538"
2007,CorpusChristi,"283,445"
2007,Anchorage,"278,504"
2007,St.Paul,"277,782"
2007,NJN,"277,374"
2007,Buffalo,"272,492"
2007,Plano,"261,466"
2007,FortWayne,"253,194"
2007,Glendale,"250,936"
2007,Henderson,"249,508"
2007,Lincoln,"247,789"
2007,Greensboro,"245,767"
2007,St.Petersburg,"245,142"
2007,Chandler,"244,013"
2007,JerseyCity,"238,702"
2007,Norfolk,"236,051"
2007,Scottsdale,"233,605"
2007,Birmingham,"230,618"
2007,ORL,"230,239"
2007,Madison,"228,776"
2007,BatonRouge,"226,683"
2007,Winston-Salem,"223,532"
2007,Chesapeake,"219,132"
2007,Lubbock,"218,946"
2007,Garland,"217,258"
2007,Durham,"216,943"
2007,Hialeah,"216,063"
2007,Laredo,"215,789"
2007,Reno,"214,648"
2007,ChulaVista,"214,506"
2007,NorthLasVegas,"211,612"
2007,Akron,"208,877"
2007,Rochester,"207,481"
2007,Gilbert,"206,604"
2007,Arlington,"203,914"
2007,Montgomery,"203,688"
2007,BoiseCity,"202,566"
2007,Modesto,"201,902"
2007,Spokane,"201,045"
2007,Richmond,"200,655"
2007,Fremont,"199,187"
2007,Shreveport,"198,887"
2007,Irving,"198,119"
2007,SanBernardino,"197,966"
2007,Yonkers,"197,748"
2007,Irvine,"197,714"
2007,DesMoines,"195,701"
2007,Tacoma,"195,048"
2007,Fayetteville,"195,041"
2007,Glendale,"194,060"
2007,GrandRapids,"193,082"
2007,NewportNews,"193,070"
2007,Augusta-RichmondCounty,"192,069"
2007,Mobile,"191,671"
2007,HuntingtonBeach,"190,479"
2007,LittleRock,"188,156"
2007,Columbus,"186,613"
